Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
4548,61,Small native bee,mixed,shallow_entry,shallow entry visit,6.732,0.269,0.486,0.104,0.862,0.281,0.455,-0.189,0.545,Capsule formed,Flower 61 :: Small native bee
4549,14,Bumblebee,surface_heavy,surface_wander,surface wandering visit,8.517,0.182,0.079,0.505,0.327,0.584,-0.151,-0.163,0.151,No capsule,Flower 14 :: Bumblebee
4550,76,Small native bee,mixed,surface_wander,surface wandering visit,7.267,0.223,0.273,0.301,0.598,0.533,-0.406,-0.493,0.379,Capsule formed,Flower 76 :: Small native bee
4551,65,Hoverfly,brief_heavy,brief_visit,brief visit,1.92,0.158,0.243,0.281,0.626,0.803,0.139,-0.092,0.131,No capsule,Flower 65 :: Hoverfly
4552,45,Small native bee,mixed,shallow_entry,shallow entry visit,4.368,0.471,0.235,0.127,0.831,0.691,0.203,-0.174,0.422,No capsule,Flower 45 :: Small native bee
4553,60,Beetle,mixed,shallow_entry,shallow entry visit,4.266,0.634,0.351,0.239,0.682,0.219,0.475,-0.131,0.481,No capsule,Flower 60 :: Beetle
4554,83,Beetle,high_contact,deep_contact,deep contact visit,7.122,0.822,0.841,0.108,0.857,0.652,0.078,0.157,0.818,No capsule,Flower 83 :: Beetle
4555,11,Bumblebee,brief_heavy,brief_visit,brief visit,1.349,0.175,0.12,0.051,0.932,0.712,-0.051,-0.199,0.135,No capsule,Flower 11 :: Bumblebee
4556,14,Ant,surface_heavy,surface_wander,surface wandering visit,5.015,0.175,0.153,0.707,0.057,0.527,-0.637,-0.425,0.151,No capsule,Flower 14 :: Ant
4557,82,Ant,high_contact,brief_visit,brief visit,1.932,0.06,0.15,0.616,0.179,0.657,0.381,-0.189,0.823,Capsule formed,Flower 82 :: Ant
4558,17,Small native bee,high_contact,deep_contact,deep contact visit,12.073,0.908,0.822,0.128,0.829,0.658,0.05,0.003,0.813,Capsule formed,Flower 17 :: Small native bee
4559,24,Beetle,surface_heavy,surface_wander,surface wandering visit,5.981,0.044,0.0,0.707,0.058,0.433,-0.803,-0.178,0.118,No capsule,Flower 24 :: Beetle
4560,73,Small native bee,mixed,surface_wander,surface wandering visit,9.364,0.122,0.131,0.71,0.053,0.609,-0.588,0.131,0.509,Capsule formed,Flower 73 :: Small native bee
4561,80,Hoverfly,mixed,shallow_entry,shallow entry visit,6.613,0.238,0.162,0.216,0.713,0.657,0.347,-0.018,0.353,No capsule,Flower 80 :: Hoverfly
4562,64,Small native bee,surface_heavy,deep_contact,deep contact visit,9.927,0.833,0.75,0.135,0.82,0.729,0.099,0.069,0.138,No capsule,Flower 64 :: Small native bee
4563,32,Beetle,brief_heavy,brief_visit,brief visit,2.592,0.137,0.124,0.898,0.0,0.436,0.387,-0.264,0.059,No capsule,Flower 32 :: Beetle
4564,58,Ant,mixed,brief_visit,brief visit,0.935,0.128,0.087,0.526,0.299,0.72,-0.133,-0.214,0.458,No capsule,Flower 58 :: Ant
4565,44,Small native bee,high_contact,deep_contact,deep contact visit,12.835,0.914,0.834,0.075,0.9,0.641,0.049,0.204,0.778,Capsule formed,Flower 44 :: Small native bee
4566,80,Beetle,mixed,surface_wander,surface wandering visit,3.08,0.243,0.375,0.71,0.053,0.348,0.317,-0.067,0.353,No capsule,Flower 80 :: Beetle
4567,87,Moth,mixed,shallow_entry,shallow entry visit,5.461,0.52,0.278,0.316,0.579,0.375,0.192,0.411,0.497,Capsule formed,Flower 87 :: Moth
4568,4,Hoverfly,brief_heavy,brief_visit,brief visit,0.3,0.167,0.196,0.04,0.947,0.626,-0.029,-0.523,0.121,No capsule,Flower 4 :: Hoverfly
4569,45,Hoverfly,mixed,deep_contact,deep contact visit,12.37,0.933,0.858,0.167,0.777,0.766,-0.061,0.079,0.422,No capsule,Flower 45 :: Hoverfly
4570,62,Ant,mixed,brief_visit,brief visit,1.306,0.096,0.07,0.512,0.318,0.47,-0.447,-0.467,0.488,Capsule formed,Flower 62 :: Ant
4571,2,Hoverfly,surface_heavy,brief_visit,brief visit,2.061,0.234,0.156,0.52,0.306,0.713,-0.263,-0.467,0.136,Capsule formed,Flower 2 :: Hoverfly
4572,25,Beetle,mixed,deep_contact,deep contact visit,9.49,0.808,0.764,0.126,0.833,0.431,-0.03,0.256,0.448,Capsule formed,Flower 25 :: Beetle
4573,65,Ant,brief_heavy,brief_visit,brief visit,0.507,0.277,0.0,0.31,0.587,0.493,-0.333,-0.239,0.131,No capsule,Flower 65 :: Ant
4574,80,Small native bee,mixed,deep_contact,deep contact visit,14.039,0.701,0.874,0.12,0.84,0.676,0.0,0.026,0.353,No capsule,Flower 80 :: Small native bee
4575,17,Moth,high_contact,shallow_entry,shallow entry visit,5.302,0.427,0.278,0.243,0.676,0.509,-0.049,0.022,0.813,Capsule formed,Flower 17 :: Moth
4576,34,Beetle,mixed,shallow_entry,shallow entry visit,7.813,0.278,0.544,0.269,0.642,0.179,-0.158,0.089,0.44,Capsule formed,Flower 34 :: Beetle
4577,87,Small native bee,mixed,surface_wander,surface wandering visit,9.12,0.177,0.357,0.441,0.412,0.492,-0.089,0.007,0.497,Capsule formed,Flower 87 :: Small native bee
4578,4,Bumblebee,brief_heavy,brief_visit,brief visit,1.206,0.172,0.2,0.635,0.154,0.628,-0.417,-0.359,0.121,No capsule,Flower 4 :: Bumblebee
4579,34,Bumblebee,mixed,deep_contact,deep contact visit,8.925,0.772,0.837,0.14,0.813,0.625,0.078,0.091,0.44,Capsule formed,Flower 34 :: Bumblebee
4580,84,Small native bee,high_contact,brief_visit,brief visit,1.17,0.241,0.154,0.183,0.756,0.527,1.05,-0.153,0.817,Capsule formed,Flower 84 :: Small native bee
4581,48,Bumblebee,brief_heavy,brief_visit,brief visit,2.616,0.182,0.109,0.414,0.448,0.678,0.772,0.304,0.059,No capsule,Flower 48 :: Bumblebee
4582,62,Small native bee,mixed,surface_wander,surface wandering visit,5.832,0.146,0.173,0.376,0.499,0.581,-0.098,-0.386,0.488,Capsule formed,Flower 62 :: Small native bee
4583,53,Hoverfly,high_contact,shallow_entry,shallow entry visit,6.938,0.477,0.353,0.304,0.594,0.713,-0.08,-0.05,0.9,Capsule formed,Flower 53 :: Hoverfly
4584,68,Hoverfly,high_contact,deep_contact,deep contact visit,12.149,0.842,0.727,0.046,0.939,0.839,0.145,-0.068,0.799,Capsule formed,Flower 68 :: Hoverfly
4585,80,Hoverfly,mixed,shallow_entry,shallow entry visit,5.27,0.334,0.466,0.164,0.781,0.772,0.078,-0.706,0.353,No capsule,Flower 80 :: Hoverfly
4586,25,Bumblebee,mixed,deep_contact,deep contact visit,12.496,0.924,0.797,0.13,0.827,0.76,-0.127,0.179,0.448,Capsule formed,Flower 25 :: Bumblebee
4587,13,Beetle,mixed,shallow_entry,shallow entry visit,3.832,0.496,0.459,0.334,0.555,0.408,0.137,-0.073,0.452,No capsule,Flower 13 :: Beetle
4588,32,Bumblebee,brief_heavy,deep_contact,deep contact visit,11.517,0.699,0.721,0.07,0.907,0.801,-0.043,0.02,0.059,No capsule,Flower 32 :: Bumblebee
4589,80,Ant,mixed,brief_visit,brief visit,2.109,0.131,0.117,0.282,0.624,0.618,0.141,-0.753,0.353,No capsule,Flower 80 :: Ant
4590,58,Bumblebee,mixed,shallow_entry,shallow entry visit,5.93,0.519,0.236,0.316,0.579,0.825,0.109,-0.004,0.458,No capsule,Flower 58 :: Bumblebee
4591,73,Ant,mixed,shallow_entry,shallow entry visit,5.804,0.222,0.471,0.332,0.557,0.49,0.129,-0.059,0.509,Capsule formed,Flower 73 :: Ant
4592,68,Small native bee,high_contact,shallow_entry,shallow entry visit,7.879,0.376,0.454,0.242,0.677,0.46,0.115,-0.035,0.799,Capsule formed,Flower 68 :: Small native bee
4593,55,Small native bee,surface_heavy,surface_wander,surface wandering visit,10.22,0.107,0.072,0.695,0.073,0.583,-0.116,-0.53,0.102,No capsule,Flower 55 :: Small native bee
4594,81,Small native bee,high_contact,deep_contact,deep contact visit,10.195,0.828,0.943,0.102,0.863,0.594,0.002,0.02,0.856,Capsule formed,Flower 81 :: Small native bee
4595,63,Hoverfly,mixed,shallow_entry,shallow entry visit,9.422,0.19,0.591,0.511,0.319,0.736,-0.05,0.189,0.469,Capsule formed,Flower 63 :: Hoverfly
4596,57,Ant,mixed,surface_wander,surface wandering visit,6.985,0.177,0.29,0.628,0.162,0.624,-0.317,0.048,0.423,No capsule,Flower 57 :: Ant
4597,11,Ant,brief_heavy,brief_visit,brief visit,2.196,0.399,0.243,0.584,0.221,0.626,0.469,0.107,0.135,No capsule,Flower 11 :: Ant
4598,6,Ant,high_contact,deep_contact,deep contact visit,13.168,0.815,0.793,0.167,0.777,0.614,-0.04,0.028,0.791,Capsule formed,Flower 6 :: Ant
4599,11,Hoverfly,brief_heavy,shallow_entry,shallow entry visit,3.232,0.91,0.282,0.595,0.206,0.829,-0.37,-0.229,0.135,No capsule,Flower 11 :: Hoverfly
4600,33,Beetle,mixed,shallow_entry,shallow entry visit,6.028,0.301,0.476,0.31,0.586,0.328,0.023,0.072,0.588,No capsule,Flower 33 :: Beetle
4601,83,Hoverfly,high_contact,deep_contact,deep contact visit,14.251,0.944,0.889,0.04,0.946,0.871,0.003,0.126,0.818,No capsule,Flower 83 :: Hoverfly
4602,67,Small native bee,high_contact,shallow_entry,shallow entry visit,3.315,0.35,0.286,0.332,0.557,0.454,-0.02,-0.019,0.825,Capsule formed,Flower 67 :: Small native bee
4603,19,Hoverfly,high_contact,deep_contact,deep contact visit,9.045,0.771,0.814,0.217,0.711,0.877,-0.008,0.247,0.866,Capsule formed,Flower 19 :: Hoverfly
4604,4,Small native bee,brief_heavy,brief_visit,brief visit,2.67,0.173,0.281,0.515,0.313,0.609,-0.654,-0.692,0.121,No capsule,Flower 4 :: Small native bee
4605,50,Bumblebee,mixed,shallow_entry,shallow entry visit,7.933,0.396,0.5,0.216,0.712,0.702,-0.254,-0.029,0.427,No capsule,Flower 50 :: Bumblebee
4606,61,Small native bee,mixed,shallow_entry,shallow entry visit,5.128,0.215,0.551,0.227,0.698,0.529,0.499,-0.003,0.545,Capsule formed,Flower 61 :: Small native bee
4607,76,Hoverfly,mixed,surface_wander,surface wandering visit,5.948,0.206,0.31,0.565,0.247,0.759,-0.24,-0.399,0.379,Capsule formed,Flower 76 :: Hoverfly
4608,32,Hoverfly,brief_heavy,deep_contact,deep contact visit,13.861,0.911,1.0,0.058,0.923,0.828,-0.042,0.164,0.059,No capsule,Flower 32 :: Hoverfly
4609,27,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,7.08,0.565,0.218,0.122,0.838,0.743,0.123,-0.073,0.314,No capsule,Flower 27 :: Hoverfly
4610,13,Small native bee,mixed,shallow_entry,shallow entry visit,3.964,0.464,0.345,0.224,0.702,0.682,0.272,-0.199,0.452,No capsule,Flower 13 :: Small native bee
4611,80,Bumblebee,mixed,brief_visit,brief visit,2.99,0.194,0.114,0.422,0.437,0.723,-0.767,0.289,0.353,No capsule,Flower 80 :: Bumblebee
4612,88,Small native bee,surface_heavy,surface_wander,surface wandering visit,8.341,0.226,0.127,0.578,0.23,0.468,-0.023,0.576,0.146,No capsule,Flower 88 :: Small native bee
4613,23,Beetle,mixed,surface_wander,surface wandering visit,6.778,0.063,0.047,0.781,0.0,0.363,-0.193,-0.453,0.387,No capsule,Flower 23 :: Beetle
4614,53,Moth,high_contact,deep_contact,deep contact visit,12.501,0.797,0.807,0.063,0.916,0.605,0.038,-0.065,0.9,Capsule formed,Flower 53 :: Moth
4615,80,Small native bee,mixed,shallow_entry,shallow entry visit,8.662,0.423,0.476,0.322,0.571,0.648,0.06,-0.136,0.353,No capsule,Flower 80 :: Small native bee
4616,56,Bumblebee,high_contact,deep_contact,deep contact visit,12.673,0.708,0.871,0.092,0.878,0.798,0.115,0.135,0.75,No capsule,Flower 56 :: Bumblebee
4617,68,Hoverfly,high_contact,deep_contact,deep contact visit,11.083,0.853,0.964,0.133,0.823,0.726,-0.055,-0.003,0.799,Capsule formed,Flower 68 :: Hoverfly
4618,53,Ant,high_contact,deep_contact,deep contact visit,11.01,0.838,0.977,0.008,0.989,0.781,0.068,0.053,0.9,Capsule formed,Flower 53 :: Ant
4619,50,Beetle,mixed,shallow_entry,shallow entry visit,4.552,0.334,0.662,0.222,0.705,0.42,0.241,-0.058,0.427,No capsule,Flower 50 :: Beetle
4620,38,Hoverfly,mixed,shallow_entry,shallow entry visit,4.174,0.236,0.325,0.46,0.386,0.662,0.124,-0.259,0.453,No capsule,Flower 38 :: Hoverfly
4621,80,Small native bee,mixed,deep_contact,deep contact visit,11.52,1.0,0.891,0.081,0.891,0.409,0.142,0.017,0.353,No capsule,Flower 80 :: Small native bee
4622,28,Moth,surface_heavy,surface_wander,surface wandering visit,7.895,0.023,0.18,0.439,0.415,0.423,-0.332,-0.655,0.18,No capsule,Flower 28 :: Moth
4623,34,Hoverfly,mixed,deep_contact,deep contact visit,11.681,0.74,0.723,0.106,0.859,0.778,0.001,0.147,0.44,Capsule formed,Flower 34 :: Hoverfly
4624,57,Small native bee,mixed,shallow_entry,shallow entry visit,5.371,0.25,0.334,0.22,0.706,0.402,0.167,-0.019,0.423,No capsule,Flower 57 :: Small native bee
4625,12,Hoverfly,high_contact,shallow_entry,shallow entry visit,8.364,0.388,0.296,0.168,0.776,0.729,-0.093,0.006,0.726,No capsule,Flower 12 :: Hoverfly
4626,24,Bumblebee,surface_heavy,surface_wander,surface wandering visit,10.512,0.111,0.218,0.656,0.126,0.395,0.382,-0.214,0.118,No capsule,Flower 24 :: Bumblebee
4627,80,Hoverfly,mixed,shallow_entry,shallow entry visit,5.5,0.422,0.374,0.29,0.613,0.465,0.218,0.245,0.353,No capsule,Flower 80 :: Hoverfly
4628,4,Bumblebee,brief_heavy,brief_visit,brief visit,1.925,0.211,0.307,0.868,0.0,0.433,0.302,-0.008,0.121,No capsule,Flower 4 :: Bumblebee
4629,68,Small native bee,high_contact,deep_contact,deep contact visit,15.547,0.902,0.885,0.022,0.971,0.607,0.071,-0.044,0.799,Capsule formed,Flower 68 :: Small native bee
4630,87,Bumblebee,mixed,brief_visit,brief visit,1.508,0.278,0.236,0.026,0.966,0.757,0.42,-0.006,0.497,Capsule formed,Flower 87 :: Bumblebee
4631,36,Beetle,surface_heavy,surface_wander,surface wandering visit,7.321,0.305,0.0,0.467,0.377,0.374,-0.235,0.003,0.066,No capsule,Flower 36 :: Beetle
4632,9,Small native bee,high_contact,deep_contact,deep contact visit,8.663,0.821,0.823,0.11,0.853,0.671,0.029,0.054,0.819,No capsule,Flower 9 :: Small native bee
4633,10,Small native bee,mixed,shallow_entry,shallow entry visit,8.323,0.276,0.464,0.166,0.778,0.755,0.116,-0.248,0.418,No capsule,Flower 10 :: Small native bee
4634,82,Ant,high_contact,deep_contact,deep contact visit,13.093,0.949,0.936,0.084,0.888,0.776,0.093,0.282,0.823,Capsule formed,Flower 82 :: Ant
4635,18,Hoverfly,high_contact,deep_contact,deep contact visit,14.278,0.79,0.812,0.074,0.901,0.738,0.058,0.19,0.783,No capsule,Flower 18 :: Hoverfly
4636,44,Hoverfly,high_contact,deep_contact,deep contact visit,13.701,0.954,0.848,0.051,0.932,0.671,0.195,0.199,0.778,Capsule formed,Flower 44 :: Hoverfly
4637,89,Hoverfly,mixed,shallow_entry,shallow entry visit,4.785,0.27,0.16,0.265,0.647,0.91,-0.067,0.14,0.547,No capsule,Flower 89 :: Hoverfly
4638,88,Ant,surface_heavy,surface_wander,surface wandering visit,10.388,0.322,0.085,0.707,0.058,0.751,-0.444,-1.05,0.146,No capsule,Flower 88 :: Ant
4639,5,Hoverfly,high_contact,shallow_entry,shallow entry visit,4.68,0.42,0.341,0.256,0.659,0.713,-0.014,0.128,0.859,Capsule formed,Flower 5 :: Hoverfly
4640,80,Hoverfly,mixed,shallow_entry,shallow entry visit,3.127,0.21,0.555,0.491,0.346,0.687,0.43,-0.137,0.353,No capsule,Flower 80 :: Hoverfly
4641,87,Beetle,mixed,brief_visit,brief visit,2.588,0.145,0.102,0.308,0.589,0.08,0.454,0.001,0.497,Capsule formed,Flower 87 :: Beetle
4642,63,Hoverfly,mixed,shallow_entry,shallow entry visit,7.29,0.387,0.545,0.3,0.6,0.711,0.264,-0.111,0.469,Capsule formed,Flower 63 :: Hoverfly
4643,6,Small native bee,high_contact,deep_contact,deep contact visit,11.333,0.935,0.895,0.084,0.888,0.64,0.027,0.127,0.791,Capsule formed,Flower 6 :: Small native bee
4644,50,Beetle,mixed,shallow_entry,shallow entry visit,4.422,0.453,0.444,0.107,0.858,0.344,-0.067,0.226,0.427,No capsule,Flower 50 :: Beetle
4645,23,Hoverfly,mixed,surface_wander,surface wandering visit,6.434,0.12,0.249,0.536,0.286,0.7,-0.179,-0.114,0.387,No capsule,Flower 23 :: Hoverfly
4646,83,Bumblebee,high_contact,deep_contact,deep contact visit,13.709,0.986,0.924,0.063,0.915,0.639,0.03,-0.019,0.818,No capsule,Flower 83 :: Bumblebee
4647,67,Hoverfly,high_contact,deep_contact,deep contact visit,13.097,0.811,0.829,0.044,0.942,0.841,0.06,0.162,0.825,Capsule formed,Flower 67 :: Hoverfly
4648,71,Ant,high_contact,surface_wander,surface wandering visit,10.142,0.004,0.192,0.628,0.162,0.81,-0.394,-0.235,0.782,No capsule,Flower 71 :: Ant
4649,16,Ant,mixed,deep_contact,deep contact visit,12.625,0.822,0.892,0.082,0.891,0.911,-0.166,0.055,0.472,No capsule,Flower 16 :: Ant
4650,85,Small native bee,high_contact,deep_contact,deep contact visit,10.861,0.879,0.876,0.136,0.819,0.629,0.049,0.069,0.816,Capsule formed,Flower 85 :: Small native bee
4651,68,Bumblebee,high_contact,shallow_entry,shallow entry visit,4.839,0.317,0.472,0.217,0.71,0.772,0.196,-0.07,0.799,Capsule formed,Flower 68 :: Bumblebee
4652,57,Moth,mixed,shallow_entry,shallow entry visit,5.617,0.403,0.287,0.517,0.311,0.44,-0.147,-0.214,0.423,No capsule,Flower 57 :: Moth
4653,13,Bumblebee,mixed,shallow_entry,shallow entry visit,5.025,0.521,0.539,0.342,0.543,0.64,-0.099,-0.155,0.452,No capsule,Flower 13 :: Bumblebee
4654,58,Hoverfly,mixed,shallow_entry,shallow entry visit,4.749,0.454,0.335,0.233,0.69,0.671,0.094,0.046,0.458,No capsule,Flower 58 :: Hoverfly
4655,7,Ant,surface_heavy,surface_wander,surface wandering visit,9.047,0.172,0.236,0.509,0.321,0.623,0.112,-0.344,0.17,No capsule,Flower 7 :: Ant
4656,48,Hoverfly,brief_heavy,brief_visit,brief visit,1.361,0.222,0.126,0.689,0.082,0.604,-0.295,-0.082,0.059,No capsule,Flower 48 :: Hoverfly
4657,67,Bumblebee,high_contact,deep_contact,deep contact visit,10.638,0.931,0.744,0.047,0.937,0.703,-0.043,0.052,0.825,Capsule formed,Flower 67 :: Bumblebee
4658,89,Hoverfly,mixed,shallow_entry,shallow entry visit,4.736,0.315,0.36,0.391,0.478,0.83,0.014,0.071,0.547,No capsule,Flower 89 :: Hoverfly
4659,10,Ant,mixed,deep_contact,deep contact visit,11.377,0.968,0.795,0.108,0.857,0.839,0.08,0.011,0.418,No capsule,Flower 10 :: Ant
4660,45,Small native bee,mixed,shallow_entry,shallow entry visit,3.661,0.506,0.235,0.551,0.265,0.425,0.558,0.448,0.422,No capsule,Flower 45 :: Small native bee
4661,6,Bumblebee,high_contact,deep_contact,deep contact visit,14.07,0.806,0.965,0.109,0.854,0.856,-0.055,0.022,0.791,Capsule formed,Flower 6 :: Bumblebee
4662,82,Ant,high_contact,deep_contact,deep contact visit,11.641,0.748,0.802,0.042,0.944,0.804,0.061,0.068,0.823,Capsule formed,Flower 82 :: Ant
4663,4,Bumblebee,brief_heavy,deep_contact,deep contact visit,11.309,0.909,0.837,0.183,0.757,0.602,0.093,0.012,0.121,No capsule,Flower 4 :: Bumblebee
4664,34,Hoverfly,mixed,brief_visit,brief visit,1.201,0.249,0.213,0.548,0.269,0.679,-0.115,0.311,0.44,Capsule formed,Flower 34 :: Hoverfly
4665,13,Beetle,mixed,deep_contact,deep contact visit,10.33,0.803,0.809,0.12,0.84,0.362,0.059,0.023,0.452,No capsule,Flower 13 :: Beetle
4666,69,Hoverfly,surface_heavy,surface_wander,surface wandering visit,11.033,0.127,0.27,0.702,0.064,0.607,-0.585,-0.456,0.167,Capsule formed,Flower 69 :: Hoverfly
4667,33,Bumblebee,mixed,deep_contact,deep contact visit,10.609,0.979,0.799,0.098,0.87,0.74,-0.098,0.012,0.588,No capsule,Flower 33 :: Bumblebee
4668,57,Beetle,mixed,shallow_entry,shallow entry visit,3.115,0.236,0.32,0.106,0.859,0.477,0.245,-0.019,0.423,No capsule,Flower 57 :: Beetle
4669,74,Beetle,high_contact,surface_wander,surface wandering visit,5.533,0.084,0.271,0.626,0.165,0.393,-0.479,-0.418,0.877,Capsule formed,Flower 74 :: Beetle
4670,14,Hoverfly,surface_heavy,surface_wander,surface wandering visit,6.333,0.142,0.37,0.437,0.417,0.633,0.372,-0.517,0.151,No capsule,Flower 14 :: Hoverfly
4671,68,Small native bee,high_contact,deep_contact,deep contact visit,16.703,0.903,0.871,0.038,0.95,0.626,-0.031,-0.051,0.799,Capsule formed,Flower 68 :: Small native bee
4672,68,Hoverfly,high_contact,deep_contact,deep contact visit,14.151,0.781,0.873,0.004,0.995,0.736,-0.2,0.281,0.799,Capsule formed,Flower 68 :: Hoverfly
4673,37,Moth,brief_heavy,brief_visit,brief visit,3.799,0.136,0.082,0.86,0.0,0.252,0.467,-0.107,0.087,No capsule,Flower 37 :: Moth
4674,80,Small native bee,mixed,shallow_entry,shallow entry visit,5.012,0.336,0.491,0.199,0.735,0.602,-0.127,0.006,0.353,No capsule,Flower 80 :: Small native bee
4675,68,Hoverfly,high_contact,deep_contact,deep contact visit,13.66,0.812,0.847,0.113,0.849,0.891,-0.063,0.1,0.799,Capsule formed,Flower 68 :: Hoverfly
4676,31,Beetle,high_contact,shallow_entry,shallow entry visit,1.477,0.309,0.39,0.312,0.584,0.522,-0.206,0.235,0.81,Capsule formed,Flower 31 :: Beetle
4677,31,Small native bee,high_contact,deep_contact,deep contact visit,10.598,0.922,0.862,0.08,0.893,0.562,0.086,0.067,0.81,Capsule formed,Flower 31 :: Small native bee
4678,19,Hoverfly,high_contact,deep_contact,deep contact visit,10.445,0.775,0.754,0.056,0.925,0.656,0.064,0.02,0.866,Capsule formed,Flower 19 :: Hoverfly
4679,39,Hoverfly,brief_heavy,brief_visit,brief visit,1.019,0.202,0.311,0.62,0.173,0.814,-0.467,-0.149,0.073,No capsule,Flower 39 :: Hoverfly
4680,22,Beetle,high_contact,deep_contact,deep contact visit,11.455,0.657,0.779,0.125,0.834,0.454,0.01,0.135,0.741,Capsule formed,Flower 22 :: Beetle
4681,89,Beetle,mixed,shallow_entry,shallow entry visit,8.601,0.591,0.351,0.302,0.597,0.475,0.104,-0.065,0.547,No capsule,Flower 89 :: Beetle
4682,21,Hoverfly,surface_heavy,surface_wander,surface wandering visit,4.847,0.17,0.287,0.509,0.322,0.376,-0.254,-0.121,0.091,No capsule,Flower 21 :: Hoverfly
4683,55,Bumblebee,surface_heavy,surface_wander,surface wandering visit,10.216,0.192,0.132,0.325,0.567,0.567,-0.48,-0.089,0.102,No capsule,Flower 55 :: Bumblebee
4684,11,Small native bee,brief_heavy,deep_contact,deep contact visit,16.002,0.847,0.813,0.032,0.957,0.57,0.059,0.092,0.135,No capsule,Flower 11 :: Small native bee
4685,80,Bumblebee,mixed,shallow_entry,shallow entry visit,2.372,0.541,0.639,0.072,0.903,0.573,-0.053,0.155,0.353,No capsule,Flower 80 :: Bumblebee
4686,63,Beetle,mixed,surface_wander,surface wandering visit,11.899,0.154,0.153,0.532,0.291,0.399,-0.606,-0.205,0.469,Capsule formed,Flower 63 :: Beetle
4687,58,Small native bee,mixed,shallow_entry,shallow entry visit,4.773,0.549,0.162,0.33,0.56,0.495,-0.091,0.042,0.458,No capsule,Flower 58 :: Small native bee
